created_at,description,favourites_count,followers_count,friends_count,id,listed_count,location,name,profile_image_url,relationship,screen_name,source,statuses_count,url
Fri Apr 30 19:38:11 +0000 2010,"Our company, our partners and our communities are caring for the world, one person at a time. You can  help!",1442,77948,1260,138845026,1042,NA,Johnson & Johnson,http://pbs.twimg.com/profile_images/464118207163281409/8a6mpCbg_normal.png,friend,JNJCares,Asia_Foundation,11636,http://t.co/oN5PhYxiD7
Fri Oct 01 15:21:55 +0000 2010,NA,521,5693,299,197460149,108,Washington D.C.,Royal Thai Embassy,http://pbs.twimg.com/profile_images/786555909166272517/pL6xGxNH_normal.jpg,friend,ThaiEmbDC,Asia_Foundation,4527,https://t.co/eb2MTuhdo7
Fri Nov 12 22:20:23 +0000 2010,Singapore Embassy to USA in Washington DC. 🇸🇬🇺🇸Retweets/follows do not imply endorsement.,170,1989,269,215060963,108,Washington DC,Singapore Embassy US,http://pbs.twimg.com/profile_images/769108637839134720/VbTBpM63_normal.jpg,friend,SingaporeEmbDC,Asia_Foundation,2202,https://t.co/Dcdgk2fqSo
Sat Apr 25 14:31:13 +0000 2009,"Magpi is a leading provider of user-configurable, affordable mobile data collection, messaging & data visualization applications.",282,2793,1730,35222726,509,"Washington, DC/Nairobi, Kenya",Magpi,http://pbs.twimg.com/profile_images/504316771436724224/nYO4dN9O_normal.jpeg,friend,Magpi_Mobile,Asia_Foundation,9491,https://t.co/9MZ0uF7rGX
Mon Aug 10 13:43:03 +0000 2009,"Partnering with local organizations - formal and informal - to build inclusive, sustainable communities in which their people thrive",2042,2597,2321,64405754,238,Worldwide,Counterpart Int.,http://pbs.twimg.com/profile_images/560177678687277056/-4xbPQsj_normal.jpeg,friend,counterpartint,Asia_Foundation,6834,http://t.co/mBViHx0sMa
Fri Apr 03 14:43:51 +0000 2009,"News about the Joint Staff and services. Presence of external links, follows do not constitute endorsement from the Joint Staff or DoD.",24,212184,247,28576135,4968,"The Pentagon, Washington D.C.",The Joint Staff,http://pbs.twimg.com/profile_images/459045440063672320/SOEE5LHU_normal.png,friend,thejointstaff,Asia_Foundation,3935,http://t.co/MLk31C5W7P
Wed Sep 15 14:15:17 +0000 2010,AT&T Public Policy team. Links and RTs are not necessarily endorsements.,3,5334,758,191055490,186,USA,AT&T Public Policy,http://pbs.twimg.com/profile_images/798217048199311360/XhGzza90_normal.jpg,friend,ATTPublicPolicy,Asia_Foundation,2123,http://t.co/eBabUNE7Wh
Thu Mar 26 19:53:08 +0000 2009,Asia America Initiative is a nonprofit promoting peace through community development and stability. Building hope everyday.,21,218,777,26832814,16,"Washington, DC; Asia",AAI,http://pbs.twimg.com/profile_images/313460991/square_twitter_picture_normal.jpg,friend,AA_Initiative,Asia_Foundation,561,http://t.co/AEXrqaYTZJ
Thu Jul 16 14:04:21 +0000 2009,"CGIAR Research Program on Climate Change, Agriculture & Food Security (CCAFS) seeks to overcome the threats to agriculture & food security in a changing climate",2096,41253,4981,57341938,1039,"Wageningen, Nederland",CCAFS cgiarclimate,http://pbs.twimg.com/profile_images/1157315493/CCAFS_logo_imageonly_normal.jpg,friend,cgiarclimate,Asia_Foundation,18888,http://t.co/jCrZUgio8H
Tue Feb 24 21:29:51 +0000 2009,Fostering the next generation of foreign policy leaders. RTs/follows not endorsements.,1179,7731,1161,21800246,345,Global,YPFP,http://pbs.twimg.com/profile_images/753002847621550080/FcwwvUWI_normal.jpg,friend,ypfp,Asia_Foundation,8262,https://t.co/BF4Vx6xvYh
Thu Jul 16 12:42:04 +0000 2009,"@Saptahik Sub-editor covering tech, tourism, life-style, features. Write for @kathmandupost @globaltimesnews 

 Email :- narendra.raule@kmg.com.np",11532,16728,2252,57323618,119,"Kathmandu, Nepal",Narendra Raule,http://pbs.twimg.com/profile_images/846713955443605504/157WdLSw_normal.jpg,friend,NRaule,Asia_Foundation,20001,https://t.co/h631kkJYQq
Thu Jun 30 08:43:16 +0000 2011,Institute for Planetary Security | Diplomat | SEI | SIWI | Yale World Fellow | Public Speaker | Photographer | Energy-Water-Food | resist |Climate change,17377,129926,72477,326665662,2541,Stockholm,Alexander Verbeek 🌍,http://pbs.twimg.com/profile_images/792327678162591744/bYsvgkb__normal.jpg,friend,Alex_Verbeek,Asia_Foundation,9630,https://t.co/7LafjBBr3N
Fri Feb 05 07:20:08 +0000 2010,Jurist,5693,3938,903,111530717,38,ᠮᠣᠩᠭᠣᠯ ,Tsogt Tsend,http://pbs.twimg.com/profile_images/539588346876416000/RXq1mrIS_normal.jpeg,friend,TsogtTsend,Asia_Foundation,5470,https://t.co/CjCdnKtmRm
Wed Nov 21 23:47:58 +0000 2007,Black Bill Gates in the making. Staff writer @NYTMag and co-host of Still Processing |  △△△,32466,660937,2226,10454572,6874,Brooklyn ,Jenna //\\ Wortham,http://pbs.twimg.com/profile_images/821028691987800064/eH09B_gt_normal.jpg,friend,jennydeluxe,Asia_Foundation,27316,https://t.co/zY2OkDF7Ct
Sat Oct 23 16:54:33 +0000 2010,"Berrett-Koehler Nonprofit helping young leaders create a world that works for all. #leadership #collaboration, dialogue, whole systems change and social justice",7099,6296,4435,206753504,258,San Francisco,BK Foundation,http://pbs.twimg.com/profile_images/835698729571115009/Hy0_Ywwm_normal.jpg,friend,_BKFoundation,Asia_Foundation,6074,http://t.co/PJj70Hy2qF
Tue Mar 17 02:29:19 +0000 2009,Photojournalist & author of the book: Daybreak in Myanmar. Based in Portland Oregon. Currently working on the BUS 75: HIDDEN PORTLAND project.,72,916,549,24823311,75,Portland Oregon,Geoffrey Hiller,http://pbs.twimg.com/profile_images/539965876141707264/h3m--tqD_normal.jpeg,friend,hillerphoto,Asia_Foundation,1187,https://t.co/LElnjpPFkM
Wed Jun 13 22:23:59 +0000 2012,"The Global Women’s Empowerment Network is a nonprofit that uses technology,multimedia & products to raise awareness to support those who have been abused #Abuse",178,1035,131,607685049,38,"Los Angeles, CA",GWENNETWORK.ORG,http://pbs.twimg.com/profile_images/2512166928/vj1ub1xabo4jq7dj3r1l_normal.jpeg,friend,GWENNETWORKORG,Asia_Foundation,5559,http://t.co/ie8v9qRf5h
Wed Aug 12 15:16:33 +0000 2009,Advancing nationally scaled digital health systems & personal connected health. Views are my own. #mHealth #Egypt #ICT4D #Gender @HealthEnabled @PCHAlliance,751,4136,1839,65060518,261,"Washington, DC",Patricia Mechael,http://pbs.twimg.com/profile_images/976509756/IMG_2030_normal.jpg,friend,PattyMechael,Asia_Foundation,3328,https://t.co/J3TSE9AtKP
Wed Sep 15 17:49:39 +0000 2010,"Columbia University's Weatherhead East Asian Institute is an interdisciplinary center for research, public programming, & publishing on the Asia-Pacific region.",1626,4070,5001,191132901,219,"New York, NY",WEAI,http://pbs.twimg.com/profile_images/1134657266/weai.lg.red_normal.gif,friend,WEAI_Columbia,Asia_Foundation,8233,https://t.co/BFAbFhCDG3
Tue May 15 22:32:27 +0000 2012,"UK Registered Charity. We run 374 schools, educating 100,177 children, employing 5,207 teachers and sponsoring 8,760 orphans in the developing world.",81,2191,310,581305073,26,United Kingdom,Read Foundation UK,http://pbs.twimg.com/profile_images/751097668470988800/i-PzWb8X_normal.jpg,friend,Read_Foundation,Asia_Foundation,2363,http://t.co/byxmhCdDjB
Thu May 16 06:59:44 +0000 2013,"CARE Bangladesh amplifies the voices of poor and marginalized people to influence public opinion, via relations with civil society, government, & private sector",49,3487,595,1432344752,55,NA,CARE Bangladesh,http://pbs.twimg.com/profile_images/458836388570361856/H53Zhn1-_normal.jpeg,friend,CAREBdesh,Asia_Foundation,1038,http://t.co/4aSVFDHABZ
Tue Nov 25 13:51:28 +0000 2008,People and Nature Reconciliation - A Vietnamese nature conservation non-profit.,0,1374,990,17619498,21,Vietnam,PanNature,http://pbs.twimg.com/profile_images/65421712/LogoEN_normal.png,friend,PanNature,Asia_Foundation,83,http://t.co/wn5Wpxq7um
Mon May 11 18:42:55 +0000 2009,"We establish libraries and resource centers by partnering with rural communities in South Asia, where most families live below the poverty line.",408,1130,975,39310952,62,"Bhutan, India, Nepal",READ Global,http://pbs.twimg.com/profile_images/1162691839/READ_Global_CMYK_normal.jpg,friend,READGlobal,Asia_Foundation,2017,http://t.co/Wpok9yRDIV
Sun Feb 06 12:31:44 +0000 2011,"The Global Organization of Parliamentarians Against Corruption is an international network of legislators dedicated to integrity, democracy, and the rule of law",22,1671,690,248178077,73,"Ottawa, Canada",GOPAC Secretariat,http://pbs.twimg.com/profile_images/769415657909694464/kb36KHon_normal.jpg,friend,GOPAC_Eng,Asia_Foundation,4884,https://t.co/q8NWmHrJSI
Mon Dec 03 08:14:52 +0000 2012,NA,5,3020,18,986189672,39,NA,IEC Afghanistan,http://pbs.twimg.com/profile_images/571580845568176128/jXW7lAJ__normal.jpeg,friend,IECAfghanistan,Asia_Foundation,158,
Sat Oct 31 20:09:43 +0000 2009,"Technologist but in the context of business. Interested in AI and Machine learning, social tech & mobile. Part-time Surf ski paddler & MTBer.",495,669,474,86593778,26,"Sydney, New South Wales",Mark Shoebridge,http://pbs.twimg.com/profile_images/2262210748/MarkOutsideProfile_normal.jpg,friend,mshoebri,Asia_Foundation,1202,https://t.co/6PBUD4RYnv
Mon Mar 23 00:30:03 +0000 2009,"Helping nonprofits raise major gifts via #philanthropy. America's Top 10 #Fundraising Expert. Author, coach, keynote speaker, rabble rouser!",2387,17899,6978,25916017,809,"Raleigh, North Carolina",gail perry,http://pbs.twimg.com/profile_images/781684397955248128/crWXo9vU_normal.jpg,friend,GailPerrync,Asia_Foundation,28904,https://t.co/QBfgV4Gpi9
Thu Jun 12 12:39:41 +0000 2008,"Moving from intention to action.
Instagram & Snapchat: @idealistdotorg",4035,99393,3329,15096075,3390,Worldwide,Idealist,http://pbs.twimg.com/profile_images/778327562959323136/ZwXG7lG4_normal.jpg,friend,idealist,Asia_Foundation,10968,https://t.co/t6ogpySKbX
Sun Jan 27 21:40:49 +0000 2008,Atlas Corps is an overseas fellowship for experienced nonprofit leaders. Think multinational service corps for social change leaders!,3991,10029,6394,12761622,533,"Washington, DC",Atlas Corps,http://pbs.twimg.com/profile_images/846783498719518731/Ha_T1wlk_normal.jpg,friend,atlascorps,Asia_Foundation,14187,https://t.co/t0SrQPfJC3
Thu Jul 23 19:08:03 +0000 2009,We strive for a just world that advances children’s rights and equality for girls. Plan International works in 14 countries in Asia.,780,4159,3586,59557368,154,Asia,Plan Int'l Asia,http://pbs.twimg.com/profile_images/620506566794481665/7D-1FXWt_normal.jpg,friend,PlanAsia,Asia_Foundation,14206,http://t.co/pDsoVlzAJZ
Wed Dec 23 01:51:26 +0000 2009,Enabling publishers & advertisers in emerging markets to engage consumers at scale by solving the problem of unaffordable mobile data costs.,201,44307,84,98767029,41,Sydney & Cape Town,biNu,http://pbs.twimg.com/profile_images/852763383845736448/Sn0ffuV__normal.jpg,friend,biNuMobile,Asia_Foundation,2342,http://t.co/3ffX9SlF09
Wed Sep 19 07:27:55 +0000 2012,"Keep the beauty for only one second, then pass it on. Die with your heart full and your hands empty. T. Williams",2566,9264,218,832782792,333,NA,Panh Rithy,http://pbs.twimg.com/profile_images/822499959815671809/MeQUNfKB_normal.jpg,friend,RPanh,Asia_Foundation,27854,
Wed Feb 18 05:54:21 +0000 2009,Journalist,250,494,1012,21173372,45,Australia,Tom Fayle,http://pbs.twimg.com/profile_images/1129355701/photo_normal.JPG,friend,fayletom,Asia_Foundation,3668,
Tue Oct 27 16:35:32 +0000 2009,"We’re the world's largest business federation, representing the interests of 3 million businesses. We’re focused on policies that create jobs & grow the economy",4040,153635,3228,85606078,2830,"Washington, D.C.",U.S. Chamber,http://pbs.twimg.com/profile_images/819616810177806336/M080LIBJ_normal.jpg,friend,USChamber,Asia_Foundation,27132,https://t.co/u8VD5tnPQ1
Wed Jun 17 13:11:22 +0000 2009,"The World's Leading Professional Organization for Journalists™, Communicators & Newsmakers•Est 1908•@NPCInstitute•@4thEstate•Here: Member Events•#NPCLive",5764,16730,5531,47954642,706,"529 14th St NW, Washington, DC",National Press Club,http://pbs.twimg.com/profile_images/744898451964563456/QBipOnXg_normal.jpg,friend,PressClubDC,Asia_Foundation,16431,https://t.co/QuksEvzyUt
Thu Apr 09 16:18:42 +0000 2009,"Law firm with offices in AL, AZ, FL, GA, LA, MS, NY, OH, TX, and Washington, D.C.",145,1203,539,30013304,82,NA,Jones Walker,http://pbs.twimg.com/profile_images/196102269/jw_normal.png,friend,joneswalker,Asia_Foundation,2426,http://t.co/K2U6SAW9xQ
Sat Jan 17 15:28:01 +0000 2009,"The International Trade Administration is your U.S. government resource for export promotion, industry competitiveness, #trade and investment information.",2611,35372,280,19112923,933,"Washington, DC",ITA,http://pbs.twimg.com/profile_images/357010636/ita-small_normal.jpg,friend,TradeGov,Asia_Foundation,9988,http://t.co/TamtjufHmI
Wed Apr 01 19:33:16 +0000 2009,"ICT's official page, Washington headquarters. Other offices: Amsterdam, Berlin, Brussels, London (+partner office in Sydney). RT≠ endorsement.",7,12261,97,28175038,403,"Washington, DC",Intl Campaign Tibet,http://pbs.twimg.com/profile_images/117772577/INTERNATIONAL_LO2-FF_small_normal.jpg,friend,SaveTibetOrg,Asia_Foundation,6235,http://t.co/1gvA50h9Vr
Fri Jun 12 14:39:12 +0000 2009,"FHI 360 is a leading human development organization dedicated to improving lives in lasting ways by advancing integrated, locally driven solutions.",4718,29386,1548,46664272,1062,Global ,FHI 360,http://pbs.twimg.com/profile_images/677113205332799488/MsW1KIVw_normal.jpg,friend,fhi360,Asia_Foundation,15819,https://t.co/n3IMfa84eI
Sat Jan 28 16:37:52 +0000 2012,NA,201,13298,188,476908179,105,"Washington, D.C.","Pakistan Embassy, DC",http://pbs.twimg.com/profile_images/2882997972/9417f00029dec547e9918499de68e1cd_normal.jpeg,friend,PakEmbassyDC,Asia_Foundation,3974,http://t.co/oa4IbjcBca
Tue Jan 06 16:43:50 +0000 2009,"Steps from the White House, GW's Elliott School of International Affairs is one of the world's leading schools of international affairs.",2002,9572,881,18683120,362,"Washington, DC",The Elliott School,http://pbs.twimg.com/profile_images/656172570874654720/aBCdjQzc_normal.png,friend,ElliottSchoolGW,Asia_Foundation,6778,http://t.co/xYe8oVRUxR
Tue Nov 04 22:24:15 +0000 2008,Dedicated to improving the lives of Americans through ideas and action. Tweets by @SaraLang,1079,72048,1038,17171111,3048,"Washington, DC",American Progress,http://pbs.twimg.com/profile_images/658993850493607936/Q_JZg0BW_normal.png,friend,amprog,Asia_Foundation,26881,http://t.co/alkqEsqbt1
Tue Dec 30 16:54:33 +0000 2008,The Campaign for Tobacco-Free Kids is a leading force in the fight to reduce tobacco use and its deadly toll in the United States and around the world.,1526,18885,3966,18481429,439,"Washington, D.C. ",TobaccoFreeKids,http://pbs.twimg.com/profile_images/559831842124095488/2Pq3unn3_normal.jpeg,friend,TobaccoFreeKids,Asia_Foundation,6853,http://t.co/RxLOBhk53k
Thu Dec 04 16:51:49 +0000 2008,"Law firm representing clients in litigation, trial, counseling, regulatory & transactional matters. Not legal advice or an endorsement. Atty Advertising.",797,2912,895,17871802,143,DC - NY - CA - LO - BR ,Crowell & Moring,http://pbs.twimg.com/profile_images/636263186979794944/_Ei0Nxv7_normal.jpg,friend,Crowell_Moring,Asia_Foundation,6138,http://t.co/EGPpNozp
Sat Jun 18 07:56:28 +0000 2011,"crime fiction writer, traveller, consultant: interests international relations, the Middle East, South Asia, history, culture, crime fiction, tv, sport",81,802,1142,319521556,51,Australia,brian stoddart,http://pbs.twimg.com/profile_images/378800000537354930/b64342b387df952dcf9cf2b73c1a1830_normal.jpeg,friend,BrianStoddart,Asia_Foundation,9536,http://t.co/AQFYlONBKR
Fri Apr 10 17:15:22 +0000 2009,"Reporter for @WSJ in Indonesia. Inquisitor, yogi, Gang 13 member. Nongkrong is the way to all good stories.",722,2993,501,30262082,157,Jakarta,Sara Schonhardt,http://pbs.twimg.com/profile_images/378800000824361057/296a8b17f89c80dcb52bf3fbd3c3a29c_normal.jpeg,friend,saraschonhardt,Asia_Foundation,2785,https://t.co/kYdWIyX5ok
Thu Apr 16 04:14:46 +0000 2009,"Embassy of the United States of America, Bangkok Thailand - สถานทูตสหรัฐอเมริกา ประจำประเทศไทย",1,68448,327,31639623,852,"Bangkok, Thailand",U.S. Embassy Bangkok,http://pbs.twimg.com/profile_images/786537566195494912/3Rt2f0hs_normal.jpg,friend,USEmbassyBKK,Asia_Foundation,11174,http://t.co/4JR6VHqoHJ
Wed Feb 27 15:32:41 +0000 2013,The official page for the @USAID mission to #Burma,312,4870,343,1225313046,107,NA,USAID Burma,http://pbs.twimg.com/profile_images/3571662680/73f9d17127730dbbc522c3bc7181de85_normal.jpeg,friend,USAIDBurma,Asia_Foundation,819,http://t.co/u4PEmpiPzB
Fri May 03 17:11:40 +0000 2013,ABB is a publisher that seeks to enable businessmen to become self- published authors and delivers real life insights to people that want to understand Asia,68,12257,8804,1400214198,26,Asia,Asia Business Books,http://pbs.twimg.com/profile_images/378800000036486668/155a8f16cd872d981218e3050e0562e5_normal.png,friend,AsiaBizBooks,Asia_Foundation,2377,http://t.co/yNOs6JI68A
Tue Sep 15 16:52:44 +0000 2009,"Expands mutual understanding in the areas of politics, economics, history, culture, and strengthens the bilateral relationship between the U.S. and Indonesia.",230,1285,482,74493451,66,"Washington, DC",USINDO,http://pbs.twimg.com/profile_images/1266070583/Presentation1_normal.jpg,friend,USINDO,Asia_Foundation,6801,http://t.co/izlYl4dsFp
Wed Dec 26 01:49:09 +0000 2007,Data scientist. Political scientist. Cofounded  @NewKnowledgeAI. Cohost @PartiallyD. Mod /r/datascience. Quant PoliSci PhD. Alumni @Ushahidi.,2886,12582,933,11518572,953,Rural border town,Chris Albon,http://pbs.twimg.com/profile_images/736992518110224384/fmqQxFEr_normal.jpg,friend,chrisalbon,Asia_Foundation,2959,https://t.co/CQhzAA24cn
Sun May 29 06:22:03 +0000 2011,Co-founder @RightsStart | Lawyer | Working with @HRHFoundation | Trustee @LGBTSwitchboard | Tweeting #HumanRights #CivilSociety #OrganizationalDevelopment #Asia,5312,3465,567,307203507,177,United Kingdom,Rupert Abbott,http://pbs.twimg.com/profile_images/828641374337658881/_sxNYhJ7_normal.jpg,friend,RupertBAbbott,Asia_Foundation,5080,https://t.co/p7l5RAcPJG
Fri Feb 12 15:33:00 +0000 2010,"North Korea International Documentation Project (NKIDP), tweeting once-secret documents about the DPRK from its former allies. http://t.co/B64UzXn0Lu",2,6815,124,113658794,227,"Washington, DC",North Korea Project,http://pbs.twimg.com/profile_images/439028304402583552/0qbu70iz_normal.png,friend,NKIDP,Asia_Foundation,1238,http://t.co/IKYJDNpCDH
Mon Aug 17 05:20:22 +0000 2009,"#Negotiation & Conflict Management,
former Harvard Negotiation Project,
Harvard Kennedy School,
Sea-Change Partners,
Conflict Advisor,
Photographer, RT=retweet",8389,1719,2848,66284799,353,Boston - Singapore - Bangkok,Keith Fitzgerald,http://pbs.twimg.com/profile_images/826541676915068928/thIo7aa__normal.jpg,friend,keithmfitz,Asia_Foundation,156925,https://t.co/dfqb8czDo7
Sun Apr 05 23:06:20 +0000 2009,"Brisbane's best seafood, our codex is best quality seafood at a better price. All Australian seafood produce - no imports. Come see us at Eagle Farm markets.",157,764,1109,29089138,10,"Brisbane, Queensland",DavyJonesSeafood's,http://pbs.twimg.com/profile_images/627965774129311746/wNHR6rhR_normal.jpg,friend,DavyJSeafoods,Asia_Foundation,17,
Tue Apr 05 12:07:58 +0000 2011,Executive director at Afghanistan Journalists Center رئیس مرکز خبرنگاران افغانستان Views are personal. RTs not Tel: +93 708198634-782380349,302,769,1222,277454301,35,"Kabul, Afghanistan ",احمد قریشی,http://pbs.twimg.com/profile_images/2868234957/4416f8ac7e0e67fa3328596f75c32e06_normal.jpeg,friend,AhmadQuraishi1,Asia_Foundation,4117,http://t.co/Ibog1EzDzj
Fri Jan 18 21:16:45 +0000 2013,"Int civil servant working as UN RC/RR, Papua New Guinea. Passionate abt poverty reduction, LUFC, running, current affairs, family & more. RTs not endorsements.",1616,2266,2538,1102030776,283,"Ayr, Scotland.",Roy Trivedy,http://pbs.twimg.com/profile_images/3126145121/9986c8a946c5ade58c1c5c2c02b566d3_normal.jpeg,friend,roytrivedy,Asia_Foundation,12497,
Wed Apr 22 13:32:11 +0000 2009,"Ecologic Institute, transdisciplinary research organization and think tank, covers all environmental issues & the integration of environment into other policies",476,5709,1623,34271443,262,"Berlin, Germany",Ecologic Institute,http://pbs.twimg.com/profile_images/707939426253537280/m6uETRpV_normal.jpg,friend,EcologicBerlin,Asia_Foundation,2846,http://t.co/g0udseZKad
Tue Nov 17 09:17:58 +0000 2009,Asia Society's Global Talent Initiatives provides a vital platform for corporations to discuss best practices in Asian American diversity and inclusion issues.,95,1206,384,90595362,23,Global,Global Talent Init.,http://pbs.twimg.com/profile_images/567729150006288384/FBR_hiwy_normal.png,friend,ASDiversity,Asia_Foundation,2807,http://t.co/cmqYwtdWBZ
